ID,Timestamp,Status,Temperature,Humidity,Lux Level
1,2024-09-04 16:36:27,False,20.75,52.85,15.92
2,2024-09-04 16:41:32,True,34.95,67.48,59.41
3,2024-09-04 16:49:06,False,22.06,53.03,25.73
4,2024-09-04 16:50:15,True,32.88,98.34,81.35
5,2024-09-04 16:51:29,False,22.74,59.77,18.93
6,2024-09-04 16:58:56,False,22.34,57.27,25.71
7,2024-09-04 17:01:04,True,27.0,92.27,55.74
8,2024-09-04 17:08:43,False,20.09,52.1,25.71
9,2024-09-04 17:13:34,False,20.94,51.44,12.18
10,2024-09-04 17:22:19,False,24.44,55.57,22.84
11,2024-09-04 17:31:50,False,20.79,55.71,16.05
12,2024-09-04 17:40:55,True,25.21,74.62,51.15
13,2024-09-04 17:47:47,False,20.75,58.88,21.03
14,2024-09-04 17:52:56,False,23.12,59.61,19.01
15,2024-09-04 17:56:29,True,32.31,94.65,76.52
16,2024-09-04 17:58:41,False,24.38,59.03,28.24
17,2024-09-04 18:06:44,True,25.72,64.23,53.72
18,2024-09-04 18:10:17,False,22.21,57.96,14.27
19,2024-09-04 18:12:25,True,25.73,73.55,76.16
20,2024-09-04 18:19:10,False,23.21,59.66,16.13
21,2024-09-04 18:27:59,False,20.27,50.76,1.88
22,2024-09-04 18:33:03,False,24.86,56.02,23.81
23,2024-09-04 18:41:30,False,21.55,50.38,8.85
24,2024-09-04 18:44:02,True,26.83,92.75,96.44
25,2024-09-04 18:49:54,True,29.62,92.12,67.55
26,2024-09-04 18:54:14,False,21.87,54.93,14.53
27,2024-09-04 18:57:34,True,32.74,92.36,50.41
28,2024-09-04 19:05:28,True,31.24,74.14,74.67
29,2024-09-04 19:13:21,False,20.13,57.69,2.76
30,2024-09-04 19:19:53,True,34.62,62.09,66.02
31,2024-09-04 19:24:14,False,22.77,51.62,5.04
32,2024-09-04 19:26:49,False,21.06,59.32,4.33
33,2024-09-04 19:35:08,True,30.16,64.08,41.12
34,2024-09-04 19:43:57,False,21.52,55.92,4.32
35,2024-09-04 19:51:16,False,24.36,53.09,15.57
36,2024-09-04 19:55:53,False,22.13,53.81,16.42
37,2024-09-04 20:01:21,False,20.56,59.44,7.43
38,2024-09-04 20:02:08,False,22.89,55.99,23.73
39,2024-09-04 20:11:15,True,31.84,79.79,71.83
40,2024-09-04 20:17:49,True,27.07,60.99,99.0
41,2024-09-04 20:26:43,False,22.75,55.5,27.56
42,2024-09-04 20:30:39,False,22.9,53.69,18.62
43,2024-09-04 20:32:13,False,22.24,50.25,8.58
44,2024-09-04 20:41:10,False,24.48,53.6,12.74
45,2024-09-04 20:49:11,False,22.64,55.36,0.93
46,2024-09-04 20:56:06,False,24.0,55.82,5.28
47,2024-09-04 20:58:12,False,22.61,51.14,26.33
48,2024-09-04 21:06:21,False,21.15,57.45,24.96
49,2024-09-04 21:09:05,True,34.28,74.31,34.7
50,2024-09-04 21:17:32,False,23.46,57.51,17.17
51,2024-09-04 21:23:02,False,21.8,56.22,1.44
52,2024-09-04 21:32:18,False,24.58,53.15,22.42
53,2024-09-04 21:36:42,True,34.43,62.38,68.28
54,2024-09-04 21:43:50,False,20.89,55.51,24.59
55,2024-09-04 21:51:18,True,32.26,65.04,53.05
56,2024-09-04 21:59:40,False,22.85,55.86,27.48
57,2024-09-04 22:06:08,False,20.33,56.88,29.37
58,2024-09-04 22:12:41,True,29.21,95.28,45.95
59,2024-09-04 22:13:15,False,22.05,53.18,12.05
60,2024-09-04 22:17:56,True,30.61,68.12,54.23
61,2024-09-04 22:27:16,True,29.18,84.33,81.34
62,2024-09-04 22:34:39,False,22.62,59.09,15.67
63,2024-09-04 22:41:00,False,24.89,53.81,14.83
64,2024-09-04 22:46:34,False,23.32,58.69,11.56
65,2024-09-04 22:48:19,False,22.68,55.56,20.34
66,2024-09-04 22:50:19,False,20.58,57.87,26.15
67,2024-09-04 22:56:31,False,23.22,58.99,23.9
68,2024-09-04 22:59:31,False,21.27,50.09,5.93
69,2024-09-04 23:05:22,True,26.22,85.13,52.08
70,2024-09-04 23:11:39,True,30.92,74.7,88.37
71,2024-09-04 23:15:42,False,23.07,52.05,23.76
72,2024-09-04 23:19:05,False,24.64,53.7,7.25
73,2024-09-04 23:25:21,False,21.98,50.99,23.43
74,2024-09-04 23:33:59,False,23.55,56.71,2.57
75,2024-09-04 23:36:48,False,20.43,53.51,0.35
76,2024-09-04 23:39:59,True,28.96,65.55,36.82
77,2024-09-04 23:42:23,True,31.83,71.6,43.77
78,2024-09-04 23:47:45,True,26.83,89.69,93.24
79,2024-09-04 23:56:57,True,30.16,96.01,47.71
80,2024-09-04 23:59:29,False,23.89,53.23,28.99
81,2024-09-05 00:04:51,False,24.95,50.49,29.61
82,2024-09-05 00:05:31,False,21.15,51.14,15.49
83,2024-09-05 00:13:20,False,20.4,57.21,25.33
84,2024-09-05 00:14:19,False,23.73,53.0,21.64
85,2024-09-05 00:21:27,False,22.59,54.16,17.53
86,2024-09-05 00:30:10,False,23.29,57.3,7.65
87,2024-09-05 00:37:13,False,22.57,59.74,22.97
88,2024-09-05 00:38:10,True,25.79,79.22,56.11
89,2024-09-05 00:40:56,False,24.0,50.8,29.51
90,2024-09-05 00:49:08,False,22.78,55.99,26.41
91,2024-09-05 00:57:05,False,23.29,57.16,2.68
92,2024-09-05 00:58:05,False,23.75,57.11,23.1
93,2024-09-05 01:03:26,False,22.45,57.32,10.24
94,2024-09-05 01:11:33,True,29.36,82.01,54.59
95,2024-09-05 01:16:31,False,21.18,51.81,18.76
96,2024-09-05 01:23:14,True,28.47,66.16,75.78
97,2024-09-05 01:28:13,False,21.89,58.3,29.16
98,2024-09-05 01:34:21,False,20.49,55.97,21.2
99,2024-09-05 01:36:24,True,28.15,79.43,41.13
100,2024-09-05 01:43:08,True,33.63,62.81,55.68
101,2024-09-05 01:47:52,True,32.8,98.5,93.66
102,2024-09-05 01:57:29,False,23.89,52.26,16.08
103,2024-09-05 02:06:37,False,21.63,59.58,9.13
104,2024-09-05 02:14:04,True,31.25,89.07,70.5
105,2024-09-05 02:17:50,False,21.23,51.53,22.38
106,2024-09-05 02:25:11,True,25.37,77.07,43.72
107,2024-09-05 02:26:50,False,24.51,59.07,11.83
108,2024-09-05 02:35:06,False,21.28,57.26,9.98
109,2024-09-05 02:38:03,False,24.65,55.51,15.31
110,2024-09-05 02:39:38,False,22.49,58.29,16.9
111,2024-09-05 02:45:57,False,24.7,52.84,18.41
112,2024-09-05 02:53:49,True,30.57,60.39,47.34
113,2024-09-05 02:56:07,True,33.93,81.64,61.25
114,2024-09-05 03:03:16,False,23.41,54.21,29.95
115,2024-09-05 03:07:51,True,30.99,92.18,74.29
116,2024-09-05 03:09:48,False,23.22,51.03,21.47
117,2024-09-05 03:16:36,False,22.63,56.38,15.36
118,2024-09-05 03:21:47,True,26.81,97.39,66.87
119,2024-09-05 03:29:36,False,22.96,57.24,17.0
120,2024-09-05 03:36:47,False,20.83,57.23,9.52
121,2024-09-05 03:41:09,False,20.04,53.19,16.67
